,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,smoothing_end_date,closed,week_programm_demand,year_programm_demand,year_week_programm_demand,week_production_plan,year_production_plan,year_week_production_plan
156,53844,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,980941519,IS0028165M,107B-800VU-COA-40,KD,1,2023-04-26,2023-05-04,None,,,None,A210702057,,20.71,4.0,prod,0.0,2,2023-05-04,,,1900-01-01 06:00:00,False,18,2023,2023_18,1,1900,1900_1
157,53845,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980824341,IS0014648M,177A-915LR,KD,1,2023-05-09,2023-05-10,None,,,None,A117702054,,123.493315543289,18.0,prod,0.0,3,2023-05-10,,,1900-01-01 06:00:00,False,19,2023,2023_19,1,1900,1900_1
158,53846,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980824342,IS0014648M,177A-915LR,KD,1,2023-05-22,2023-05-23,None,,,None,A117702055,,123.493315543289,18.0,prod,0.0,3,2023-05-23,,,1900-01-01 06:00:00,False,21,2023,2023_21,1,1900,1900_1
159,53847,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980824343,IS0014648M,177A-915LR,KD,1,2023-05-30,2023-05-31,None,,,None,A117702056,,123.493315543289,18.0,prod,0.0,3,2023-05-31,,,1900-01-01 06:00:00,False,22,2023,2023_22,1,1900,1900_1
160,53848,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,980839378,IS0015730M,107B-DE-820-40,KD,1,2023-05-19,2023-06-06,None,,,None,A210702058,,765.12,22.0,prod,0.0,1,2023-06-06,,,1900-01-01 06:00:00,False,23,2023,2023_23,1,1900,1900_1
161,53849,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,980842121,IS0028165M,107B-800VU-COA-40,KD,1,2023-05-30,2023-06-06,None,,,None,A210702058,,20.71,4.0,prod,0.0,2,2023-06-06,,,1900-01-01 06:00:00,False,23,2023,2023_23,1,1900,1900_1
162,53850,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982024907,IS0015730M,107B-DE-820-40,KD,1,2023-05-24,2023-06-09,None,,,None,A210702059,,765.12,22.0,prod,0.0,1,2023-06-09,,,1900-01-01 06:00:00,False,23,2023,2023_23,1,1900,1900_1
163,53851,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980824344,IS0014648M,177A-915LR,KD,1,2023-06-08,2023-06-09,None,,,None,A117702057,,123.493315543289,18.0,prod,0.0,3,2023-06-09,,,1900-01-01 06:00:00,False,23,2023,2023_23,1,1900,1900_1
164,53852,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982025058,IS0028165M,107B-800VU-COA-40,KD,1,2023-06-02,2023-06-09,None,,,None,A210702059,,20.71,4.0,prod,0.0,2,2023-06-09,,,1900-01-01 06:00:00,False,23,2023,2023_23,1,1900,1900_1
165,53853,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981575174,IS0015667M,107A-DE-820-40,KD,1,2023-06-01,2023-06-19,None,,,None,A110702060,,765.12,22.0,prod,1.0,1,2023-06-19,,,1900-01-01 06:00:00,False,25,2023,2023_25,1,1900,1900_1
166,53854,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981575280,IS0028108M,107A-800VU-COA-40,KD,1,2023-06-12,2023-06-19,None,,,None,A110702060,,20.71,4.0,prod,0.0,2,2023-06-19,,,1900-01-01 06:00:00,False,25,2023,2023_25,1,1900,1900_1
167,53855,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980824345,IS0014648M,177A-915LR,KD,1,2023-06-21,2023-06-22,None,,,None,A117702058,,123.493315543289,18.0,prod,0.0,3,2023-06-22,,,1900-01-01 06:00:00,False,25,2023,2023_25,1,1900,1900_1
168,53856,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981136488,IS0028165M,107B-800VU-COA-40,KD,1,2023-06-20,2023-06-27,None,,,None,A210702061,,20.71,4.0,prod,0.0,2,2023-06-27,,,1900-01-01 06:00:00,False,26,2023,2023_26,1,1900,1900_1
169,53857,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981136437,IS0015730M,107B-DE-820-40,KD,1,2023-06-09,2023-06-27,None,,,None,A210702061,,765.12,22.0,prod,0.0,1,2023-06-27,,,1900-01-01 06:00:00,False,26,2023,2023_26,1,1900,1900_1
170,53858,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981265155,IS0028165M,107B-800VU-COA-40,KD,1,2023-07-03,2023-07-10,None,,,None,A210702062,,20.71,4.0,prod,0.0,2,2023-07-10,,,1900-01-01 06:00:00,False,28,2023,2023_28,1,1900,1900_1
171,53859,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981265080,IS0015730M,107B-DE-820-40,KD,1,2023-06-19,2023-07-10,None,,,None,A210702062,,765.12,22.0,prod,0.0,1,2023-07-10,,,1900-01-01 06:00:00,False,28,2023,2023_28,1,1900,1900_1
172,53860,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980824346,IS0014648M,177A-915LR,KD,1,2023-07-11,2023-07-12,None,,,None,A117702059,,123.493315543289,18.0,prod,0.0,3,2023-07-12,,,1900-01-01 06:00:00,False,28,2023,2023_28,1,1900,1900_1
173,53861,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981298383,IS0028165M,107B-800VU-COA-40,KD,1,2023-07-12,2023-07-20,None,,,None,A210702063,,20.71,4.0,prod,0.0,2,2023-07-20,,,1900-01-01 06:00:00,False,29,2023,2023_29,1,1900,1900_1
174,53862,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981298339,IS0015730M,107B-DE-820-40,KD,1,2023-07-03,2023-07-20,None,,,None,A210702063,,765.12,22.0,prod,0.0,1,2023-07-20,,,1900-01-01 06:00:00,False,29,2023,2023_29,1,1900,1900_1
175,53863,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981573626,IS0014648M,177A-915LR,KD,1,2023-07-21,2023-08-14,None,,,None,A117702060,,123.493315543289,18.0,prod,0.0,3,2023-08-14,,,1900-01-01 06:00:00,False,33,2023,2023_33,1,1900,1900_1
176,53864,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981498470,IS0028165M,107B-800VU-COA-40,KD,1,2023-08-14,2023-08-21,None,,,None,A210702064,,20.71,4.0,prod,0.0,2,2023-08-21,,,1900-01-01 06:00:00,False,34,2023,2023_34,1,1900,1900_1
177,53865,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981498429,IS0015730M,107B-DE-820-40,KD,1,2023-07-12,2023-08-21,None,,,None,A210702064,,765.12,22.0,prod,0.0,1,2023-08-21,,,1900-01-01 06:00:00,False,34,2023,2023_34,1,1900,1900_1
178,53866,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,980987853,IS0014648M,177A-915LR,KD,1,2023-08-22,2023-08-23,None,,,None,A117702061,,123.493315543289,18.0,prod,0.0,3,2023-08-23,,,1900-01-01 06:00:00,False,34,2023,2023_34,1,1900,1900_1
179,53867,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981664638,IS0015730M,107B-DE-820-40,KD,1,2023-08-15,2023-08-31,None,,,None,A210702065,,765.12,22.0,prod,0.0,1,2023-08-31,,,1900-01-01 06:00:00,False,35,2023,2023_35,1,1900,1900_1
180,53868,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981664824,IS0028165M,107B-800VU-COA-40,KD,1,2023-08-24,2023-08-31,None,,,None,A210702065,,20.71,4.0,prod,0.0,2,2023-08-31,,,1900-01-01 06:00:00,False,35,2023,2023_35,1,1900,1900_1
181,53869,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981130985,IS0014648M,177A-915LR,KD,1,2023-08-31,2023-09-01,None,,,None,A117702062,,123.493315543289,18.0,prod,0.0,3,2023-09-01,,,1900-01-01 06:00:00,False,35,2023,2023_35,1,1900,1900_1
182,53870,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981204959,IS0014648M,177A-915LR,KD,1,2023-09-08,2023-09-11,None,,,None,A117702063,,123.493315543289,18.0,prod,0.0,3,2023-09-11,,,1900-01-01 06:00:00,False,37,2023,2023_37,1,1900,1900_1
183,53871,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981880020,IS0028165M,107B-800VU-COA-40,KD,1,2023-09-05,2023-09-12,None,,,None,A210702066,,20.71,4.0,prod,0.0,2,2023-09-12,,,1900-01-01 06:00:00,False,37,2023,2023_37,1,1900,1900_1
184,53872,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,981879895,IS0015730M,107B-DE-820-40,KD,1,2023-08-25,2023-09-12,None,,,None,A210702066,,765.12,22.0,prod,0.0,1,2023-09-12,,,1900-01-01 06:00:00,False,37,2023,2023_37,1,1900,1900_1
185,53873,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981298062,IS0014648M,177A-915LR,KD,1,2023-09-19,2023-09-20,None,,,None,A117702064,,123.493315543289,18.0,prod,0.0,3,2023-09-20,,,1900-01-01 06:00:00,False,38,2023,2023_38,1,1900,1900_1
186,53874,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982025059,IS0028165M,107B-800VU-COA-40,KD,1,2023-09-14,2023-09-21,None,,,None,A210702067,,20.71,4.0,prod,0.0,2,2023-09-21,,,1900-01-01 06:00:00,False,38,2023,2023_38,1,1900,1900_1
187,53875,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982024908,IS0015730M,107B-DE-820-40,KD,1,2023-09-05,2023-09-21,None,,,None,A210702067,,765.12,22.0,prod,0.0,1,2023-09-21,,,1900-01-01 06:00:00,False,38,2023,2023_38,1,1900,1900_1
188,53876,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982115293,IS0028108M,107A-800VU-COA-40,KD,1,2023-09-19,2023-09-26,None,,,None,A110702068,,20.71,4.0,prod,0.0,2,2023-09-26,,,1900-01-01 06:00:00,False,39,2023,2023_39,1,1900,1900_1
189,53877,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982115213,IS0015667M,107A-DE-820-40,KD,1,2023-09-08,2023-09-26,None,,,None,A110702068,,765.12,22.0,prod,1.0,1,2023-09-26,,,1900-01-01 06:00:00,False,39,2023,2023_39,1,1900,1900_1
190,53878,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982358127,IS0015730M,107B-DE-820-40,KD,1,2023-09-11,2023-09-28,None,,,None,A210702068,,765.12,22.0,prod,0.0,1,2023-09-28,,,1900-01-01 06:00:00,False,39,2023,2023_39,1,1900,1900_1
191,53879,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982358336,IS0028165M,107B-800VU-COA-40,KD,1,2023-09-20,2023-09-28,None,,,None,A210702068,,20.71,4.0,prod,0.0,2,2023-09-28,,,1900-01-01 06:00:00,False,39,2023,2023_39,1,1900,1900_1
192,53880,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981573627,IS0014648M,177A-915LR,KD,1,2023-10-02,2023-10-03,None,,,None,A117702065,,123.493315543289,18.0,prod,0.0,3,2023-10-03,,,1900-01-01 06:00:00,False,40,2023,2023_40,1,1900,1900_1
193,53881,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982152119,IS0015730M,107B-DE-820-40,KD,1,2023-09-19,2023-10-06,None,,,None,A210702069,,765.12,22.0,prod,0.0,1,2023-10-06,,,1900-01-01 06:00:00,False,40,2023,2023_40,1,1900,1900_1
194,53882,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982152234,IS0028165M,107B-800VU-COA-40,KD,1,2023-09-29,2023-10-06,None,,,None,A210702069,,20.71,4.0,prod,0.0,2,2023-10-06,,,1900-01-01 06:00:00,False,40,2023,2023_40,1,1900,1900_1
195,53883,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981661921,IS0014648M,177A-915LR,KD,1,2023-10-12,2023-10-13,None,,,None,A117702066,,123.493315543289,18.0,prod,0.0,3,2023-10-13,,,1900-01-01 06:00:00,False,41,2023,2023_41,1,1900,1900_1
196,53884,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982170617,IS0028165M,107B-800VU-COA-40,KD,1,2023-10-09,2023-10-16,None,,,None,A210702070,,20.71,4.0,prod,0.0,2,2023-10-16,,,1900-01-01 06:00:00,False,42,2023,2023_42,1,1900,1900_1
197,53885,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982170597,IS0015730M,107B-DE-820-40,KD,1,2023-09-28,2023-10-16,None,,,None,A210702070,,765.12,22.0,prod,0.0,1,2023-10-16,,,1900-01-01 06:00:00,False,42,2023,2023_42,1,1900,1900_1
198,53886,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,981702434,IS0014648M,177A-915LR,KD,1,2023-10-24,2023-10-25,None,,,None,A117702067,,123.493315543289,18.0,prod,0.0,3,2023-10-25,,,1900-01-01 06:00:00,False,43,2023,2023_43,1,1900,1900_1
199,53887,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982358337,IS0028165M,107B-800VU-COA-40,KD,1,2023-10-20,2023-10-27,None,,,None,A210702071,,20.71,4.0,prod,0.0,2,2023-10-27,,,1900-01-01 06:00:00,False,43,2023,2023_43,1,1900,1900_1
200,53888,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982358128,IS0015730M,107B-DE-820-40,KD,1,2023-10-11,2023-10-27,None,,,None,A210702071,,765.12,22.0,prod,0.0,1,2023-10-27,,,1900-01-01 06:00:00,False,43,2023,2023_43,1,1900,1900_1
201,53889,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982024679,IS0014648M,177A-915LR,KD,1,2023-11-02,2023-11-03,None,,,None,A117702068,,123.493315543289,18.0,prod,0.0,3,2023-11-03,,,1900-01-01 06:00:00,False,44,2023,2023_44,1,1900,1900_1
202,53890,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982402564,IS0015667M,107A-DE-820-40,KD,1,2023-10-19,2023-11-06,None,,,None,A110702072,,765.12,22.0,prod,1.0,1,2023-11-06,,,1900-01-01 06:00:00,False,45,2023,2023_45,1,1900,1900_1
203,53891,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982402700,IS0028108M,107A-800VU-COA-40,KD,1,2023-10-30,2023-11-06,None,,,None,A110702072,,20.71,4.0,prod,0.0,2,2023-11-06,,,1900-01-01 06:00:00,False,45,2023,2023_45,1,1900,1900_1
204,53892,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982045488,IS0014648M,177A-915LR,KD,1,2023-11-10,2023-11-13,None,,,None,A117702069,,123.493315543289,18.0,prod,0.0,3,2023-11-13,,,1900-01-01 06:00:00,False,46,2023,2023_46,1,1900,1900_1
205,53893,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982407369,IS0028165M,107B-800VU-COA-40,KD,1,2023-11-08,2023-11-15,None,,,None,A210702073,,20.71,4.0,prod,0.0,2,2023-11-15,,,1900-01-01 06:00:00,False,46,2023,2023_46,1,1900,1900_1
206,53894,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982407318,IS0015730M,107B-DE-820-40,KD,1,2023-10-30,2023-11-15,None,,,None,A210702073,,765.12,22.0,prod,0.0,1,2023-11-15,,,1900-01-01 06:00:00,False,46,2023,2023_46,1,1900,1900_1
207,53895,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982111961,IS0014648M,177A-915LR,KD,1,2023-11-20,2023-11-21,None,,,None,A117702070,,123.493315543289,18.0,prod,0.0,3,2023-11-21,,,1900-01-01 06:00:00,False,47,2023,2023_47,1,1900,1900_1
208,53896,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982420403,IS0015730M,107B-DE-820-40,KD,1,2023-11-07,2023-11-23,None,,,None,A210702074,,765.12,22.0,prod,0.0,1,2023-11-23,,,1900-01-01 06:00:00,False,47,2023,2023_47,1,1900,1900_1
209,53897,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982420459,IS0028165M,107B-800VU-COA-40,KD,1,2023-11-16,2023-11-23,None,,,None,A210702074,,20.71,4.0,prod,0.0,2,2023-11-23,,,1900-01-01 06:00:00,False,47,2023,2023_47,1,1900,1900_1
210,53898,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982471534,IS0015730M,107B-DE-820-40,KD,1,2023-11-15,2023-12-01,None,,,None,A210702075,,765.12,22.0,prod,0.0,1,2023-12-01,,,1900-01-01 06:00:00,False,48,2023,2023_48,1,1900,1900_1
211,53899,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,107,982471562,IS0028165M,107B-800VU-COA-40,KD,1,2023-11-24,2023-12-01,None,,,None,A210702075,,20.71,4.0,prod,0.0,2,2023-12-01,,,1900-01-01 06:00:00,False,48,2023,2023_48,1,1900,1900_1
212,53900,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982351953,IS0014648M,177A-915LR,KD,1,2023-12-08,2023-12-11,None,,,None,A117702071,,123.493315543289,18.0,prod,0.0,3,2023-12-11,,,1900-01-01 06:00:00,False,50,2023,2023_50,1,1900,1900_1
213,53901,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982351954,IS0014648M,177A-915LR,KD,1,2023-12-18,2023-12-19,None,,,None,A117702072,,123.493315543289,18.0,prod,0.0,3,2023-12-19,,,1900-01-01 06:00:00,False,51,2023,2023_51,1,1900,1900_1
214,53902,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982391054,IS0014648M,177A-915LR,KD,1,2023-12-26,2023-12-27,None,,,None,A117702073,,123.493315543289,18.0,prod,0.0,3,2023-12-27,,,1900-01-01 06:00:00,False,52,2023,2023_52,1,1900,1900_1
215,53903,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982406563,IS0014648M,177A-915LR,KD,1,2024-01-04,2024-01-05,None,,,None,A117702074,,123.493315543289,18.0,prod,0.0,3,2024-01-05,,,1900-01-01 06:00:00,False,1,2024,2024_1,1,1900,1900_1
216,53904,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982417926,IS0014648M,177A-915LR,KD,1,2024-01-12,2024-01-15,None,,,None,A117702075,,123.493315543289,18.0,prod,0.0,3,2024-01-15,,,1900-01-01 06:00:00,False,3,2024,2024_3,1,1900,1900_1
217,53905,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982471524,IS0014648M,177A-915LR,KD,1,2024-01-23,2024-01-24,None,,,None,A117702076,,123.493315543289,18.0,prod,0.0,3,2024-01-24,,,1900-01-01 06:00:00,False,4,2024,2024_4,1,1900,1900_1
218,53906,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,Marwa,Marwa,False,,2022-09-19 13:01:16.833455,2022-09-19 13:01:16.833455,,2110,177,982524741,IS0014648M,177A-915LR,KD,1,2024-01-31,2024-02-01,None,,,None,A117702077,,123.493315543289,18.0,prod,0.0,3,2024-02-01,,,1900-01-01 06:00:00,False,5,2024,2024_5,1,1900,1900_1
